Dark spectrum
Integration time [ms]: 100.000
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1401079U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts]
 842.63;  -64.000;  -64.000;    0.000
 842.95;   -3.000;   -3.000;    0.000
 843.27;   -6.000;   -6.000;    0.000
 843.59;  -11.000;  -11.000;    0.000
 843.91;   31.000;   31.000;    0.000
 844.24;  113.000;  113.000;    0.000
 844.56;  -27.000;  -27.000;    0.000
 844.88;  -52.000;  -52.000;    0.000
 845.20;   17.000;   17.000;    0.000
 845.52;  -37.000;  -37.000;    0.000
 845.85;   23.000;   23.000;    0.000
 846.17;  -28.000;  -28.000;    0.000
 846.49;  -12.000;  -12.000;    0.000
 846.81;  -62.000;  -62.000;    0.000
 847.13;   14.000;   14.000;    0.000
 847.46;  -51.000;  -51.000;    0.000
 847.78;  -30.000;  -30.000;    0.000
 848.10;  -43.000;  -43.000;    0.000
 848.42;   59.000;   59.000;    0.000
 848.74;  -50.000;  -50.000;    0.000
 849.06; -107.000; -107.000;    0.000
 849.39;   10.000;   10.000;    0.000
 849.71;  -19.000;  -19.000;    0.000
 850.03;  -43.000;  -43.000;    0.000
 850.35;   45.000;   45.000;    0.000
 850.67;  -94.000;  -94.000;    0.000
 850.99;   -9.000;   -9.000;    0.000
 851.32;  -68.000;  -68.000;    0.000
 851.64;  -31.000;  -31.000;    0.000
 851.96;   -8.000;   -8.000;    0.000
 852.28; -123.000; -123.000;    0.000
 852.60;  -35.000;  -35.000;    0.000
 852.92;   34.000;   34.000;    0.000
 853.25;  -74.000;  -74.000;    0.000
 853.57;   46.000;   46.000;    0.000
 853.89; -106.000; -106.000;    0.000
 854.21;  -53.000;  -53.000;    0.000
 854.53;   34.000;   34.000;    0.000
 854.85;  -91.000;  -91.000;    0.000
 855.18;   68.000;   68.000;    0.000
 855.50;   -5.000;   -5.000;    0.000
 855.82;  -53.000;  -53.000;    0.000
 856.14;  -75.000;  -75.000;    0.000
 856.46;  -14.000;  -14.000;    0.000
 856.78;  -78.000;  -78.000;    0.000
 857.10;   43.000;   43.000;    0.000
 857.43;   22.000;   22.000;    0.000
 857.75;  -20.000;  -20.000;    0.000
 858.07;  -33.000;  -33.000;    0.000
 858.39;  -14.000;  -14.000;    0.000
 858.71;  -74.000;  -74.000;    0.000
 859.03;   20.000;   20.000;    0.000
 859.35;    4.000;    4.000;    0.000
 859.68;  -65.000;  -65.000;    0.000
 860.00; -105.000; -105.000;    0.000
 860.32;   -4.000;   -4.000;    0.000
 860.64;    2.000;    2.000;    0.000
 860.96;  -73.000;  -73.000;    0.000
 861.28;   16.000;   16.000;    0.000
 861.60;  -21.000;  -21.000;    0.000
 861.92;  -54.000;  -54.000;    0.000
 862.25;  -52.000;  -52.000;    0.000
 862.57;  -16.000;  -16.000;    0.000
 862.89;   49.000;   49.000;    0.000
 863.21;  -44.000;  -44.000;    0.000
 863.53;   46.000;   46.000;    0.000
 863.85;  -40.000;  -40.000;    0.000
 864.17;   33.000;   33.000;    0.000
 864.49;  -31.000;  -31.000;    0.000
 864.82;  -43.000;  -43.000;    0.000
 865.14;   41.000;   41.000;    0.000
 865.46;  -37.000;  -37.000;    0.000
 865.78;  -73.000;  -73.000;    0.000
 866.10;    4.000;    4.000;    0.000
 866.42;   23.000;   23.000;    0.000
 866.74;   42.000;   42.000;    0.000
 867.06;   14.000;   14.000;    0.000
 867.38;  -13.000;  -13.000;    0.000
 867.70;   40.000;   40.000;    0.000
 868.03;  -61.000;  -61.000;    0.000
 868.35;  -59.000;  -59.000;    0.000
 868.67;  -22.000;  -22.000;    0.000
 868.99;  -40.000;  -40.000;    0.000
 869.31;  -17.000;  -17.000;    0.000
 869.63;  -74.000;  -74.000;    0.000
 869.95;  -64.000;  -64.000;    0.000
 870.27;   -3.000;   -3.000;    0.000
 870.59;  -75.000;  -75.000;    0.000
 870.91;  -40.000;  -40.000;    0.000
 871.23;   18.000;   18.000;    0.000
 871.56;   14.000;   14.000;    0.000
 871.88;   38.000;   38.000;    0.000
 872.20;   21.000;   21.000;    0.000
 872.52;   17.000;   17.000;    0.000
 872.84;  -45.000;  -45.000;    0.000
 873.16;   10.000;   10.000;    0.000
 873.48; -103.000; -103.000;    0.000
 873.80;  -58.000;  -58.000;    0.000
 874.12;  -93.000;  -93.000;    0.000
 874.44;   47.000;   47.000;    0.000
 874.76;  -17.000;  -17.000;    0.000
 875.08;  -74.000;  -74.000;    0.000
 875.40;  -49.000;  -49.000;    0.000
 875.72;  -67.000;  -67.000;    0.000
 876.04; -146.000; -146.000;    0.000
 876.37;  -59.000;  -59.000;    0.000
 876.69;  -55.000;  -55.000;    0.000
 877.01;    3.000;    3.000;    0.000
 877.33;   -5.000;   -5.000;    0.000
 877.65;  -44.000;  -44.000;    0.000
 877.97;  -67.000;  -67.000;    0.000
 878.29;  -88.000;  -88.000;    0.000
 878.61;   46.000;   46.000;    0.000
 878.93;   45.000;   45.000;    0.000
 879.25;  -14.000;  -14.000;    0.000
 879.57;  -80.000;  -80.000;    0.000
 879.89; -152.000; -152.000;    0.000
 880.21;   20.000;   20.000;    0.000
 880.53;  -43.000;  -43.000;    0.000
 880.85;  -38.000;  -38.000;    0.000
 881.17;  -40.000;  -40.000;    0.000
 881.49;   29.000;   29.000;    0.000
 881.81;  -64.000;  -64.000;    0.000
 882.13;  -58.000;  -58.000;    0.000
 882.45;  -39.000;  -39.000;    0.000
 882.77;  -51.000;  -51.000;    0.000
 883.09;  -35.000;  -35.000;    0.000
 883.41;  -19.000;  -19.000;    0.000
 883.73;  -59.000;  -59.000;    0.000
 884.05;  -86.000;  -86.000;    0.000
 884.37;  -73.000;  -73.000;    0.000
 884.70;   18.000;   18.000;    0.000
 885.02;   55.000;   55.000;    0.000
 885.34;  -68.000;  -68.000;    0.000
 885.66;   39.000;   39.000;    0.000
 885.98;   63.000;   63.000;    0.000
 886.30;  -85.000;  -85.000;    0.000
 886.62; -103.000; -103.000;    0.000
 886.94;  -88.000;  -88.000;    0.000
 887.26;  -55.000;  -55.000;    0.000
 887.58;    8.000;    8.000;    0.000
 887.90;  -11.000;  -11.000;    0.000
 888.22;    5.000;    5.000;    0.000
 888.54;    7.000;    7.000;    0.000
 888.86;  -33.000;  -33.000;    0.000
 889.18;   13.000;   13.000;    0.000
 889.50;   57.000;   57.000;    0.000
 889.82;   18.000;   18.000;    0.000
 890.14;  -42.000;  -42.000;    0.000
 890.46;   -5.000;   -5.000;    0.000
 890.78;  -83.000;  -83.000;    0.000
 891.10;  -12.000;  -12.000;    0.000
 891.42;  -37.000;  -37.000;    0.000
 891.74;   -8.000;   -8.000;    0.000
 892.06;  -48.000;  -48.000;    0.000
 892.38;  -80.000;  -80.000;    0.000
 892.70;  -24.000;  -24.000;    0.000
 893.01;  -37.000;  -37.000;    0.000
 893.33;  -98.000;  -98.000;    0.000
 893.65;   25.000;   25.000;    0.000
 893.97;   -2.000;   -2.000;    0.000
 894.29;  -91.000;  -91.000;    0.000
 894.61;  -36.000;  -36.000;    0.000
 894.93;  -26.000;  -26.000;    0.000
 895.25;   -3.000;   -3.000;    0.000
 895.57;  -64.000;  -64.000;    0.000
 895.89;   35.000;   35.000;    0.000
 896.21;  -21.000;  -21.000;    0.000
 896.53;  -53.000;  -53.000;    0.000
 896.85;  -86.000;  -86.000;    0.000
 897.17;    2.000;    2.000;    0.000
 897.49;  -83.000;  -83.000;    0.000
 897.81;   26.000;   26.000;    0.000
 898.13;   -3.000;   -3.000;    0.000
 898.45;  -27.000;  -27.000;    0.000
 898.77;  -90.000;  -90.000;    0.000
 899.09;  -31.000;  -31.000;    0.000
 899.41;  -24.000;  -24.000;    0.000
 899.73;  -11.000;  -11.000;    0.000
 900.05;   44.000;   44.000;    0.000
 900.37;   -5.000;   -5.000;    0.000
 900.69;  -38.000;  -38.000;    0.000
 901.01;  -84.000;  -84.000;    0.000
 901.32;   12.000;   12.000;    0.000
 901.64;   12.000;   12.000;    0.000
 901.96;  -13.000;  -13.000;    0.000
 902.28;   73.000;   73.000;    0.000
 902.60;  -49.000;  -49.000;    0.000
 902.92;  -12.000;  -12.000;    0.000
 903.24;  -27.000;  -27.000;    0.000
 903.56;  -62.000;  -62.000;    0.000
 903.88;  -90.000;  -90.000;    0.000
 904.20;  -64.000;  -64.000;    0.000
 904.52;   -3.000;   -3.000;    0.000
 904.84;  -87.000;  -87.000;    0.000
 905.16;  -32.000;  -32.000;    0.000
 905.48;  -83.000;  -83.000;    0.000
 905.80;  -53.000;  -53.000;    0.000
 906.11;  -19.000;  -19.000;    0.000
 906.43;  -50.000;  -50.000;    0.000
 906.75;   10.000;   10.000;    0.000
 907.07;   30.000;   30.000;    0.000
 907.39;   10.000;   10.000;    0.000
 907.71;   12.000;   12.000;    0.000
 908.03;   21.000;   21.000;    0.000
 908.35;  -44.000;  -44.000;    0.000
 908.67;  -57.000;  -57.000;    0.000
 908.99;  -28.000;  -28.000;    0.000
 909.31;  -36.000;  -36.000;    0.000
 909.62;  -12.000;  -12.000;    0.000
 909.94;  -14.000;  -14.000;    0.000
 910.26;   35.000;   35.000;    0.000
 910.58;   24.000;   24.000;    0.000
 910.90;  -19.000;  -19.000;    0.000
 911.22;  -72.000;  -72.000;    0.000
 911.54;   60.000;   60.000;    0.000
 911.86;  -22.000;  -22.000;    0.000
 912.18;  -13.000;  -13.000;    0.000
 912.50;  -15.000;  -15.000;    0.000
 912.81;  -71.000;  -71.000;    0.000
 913.13;  -36.000;  -36.000;    0.000
 913.45;   24.000;   24.000;    0.000
 913.77;   40.000;   40.000;    0.000
 914.09; -100.000; -100.000;    0.000
 914.41;   -7.000;   -7.000;    0.000
 914.73;   -7.000;   -7.000;    0.000
 915.05;   54.000;   54.000;    0.000
 915.36; -107.000; -107.000;    0.000
 915.68; -114.000; -114.000;    0.000
 916.00;   18.000;   18.000;    0.000
 916.32;  -59.000;  -59.000;    0.000
 916.64;  -24.000;  -24.000;    0.000
 916.96;  -37.000;  -37.000;    0.000
 917.28;   60.000;   60.000;    0.000
 917.60;  -47.000;  -47.000;    0.000
 917.91;  -56.000;  -56.000;    0.000
 918.23;  -10.000;  -10.000;    0.000
 918.55;  -77.000;  -77.000;    0.000
 918.87;  -26.000;  -26.000;    0.000
 919.19;  -60.000;  -60.000;    0.000
 919.51;  -92.000;  -92.000;    0.000
 919.83;   24.000;   24.000;    0.000
 920.14;  -74.000;  -74.000;    0.000
 920.46;  -46.000;  -46.000;    0.000
 920.78;  -28.000;  -28.000;    0.000
 921.10;   31.000;   31.000;    0.000
 921.42;  -20.000;  -20.000;    0.000
 921.74;    2.000;    2.000;    0.000
 922.06;   15.000;   15.000;    0.000
 922.37;  -81.000;  -81.000;    0.000
 922.69;  -14.000;  -14.000;    0.000
 923.01;   35.000;   35.000;    0.000
 923.33;  -39.000;  -39.000;    0.000
 923.65;  -71.000;  -71.000;    0.000
 923.97;  -28.000;  -28.000;    0.000
 924.28;  -46.000;  -46.000;    0.000
 924.60;   -8.000;   -8.000;    0.000
 924.92;  -28.000;  -28.000;    0.000
 925.24;  -41.000;  -41.000;    0.000
 925.56;  -63.000;  -63.000;    0.000
 925.88;  -29.000;  -29.000;    0.000
 926.19;   -7.000;   -7.000;    0.000
 926.51;   22.000;   22.000;    0.000
 926.83;  -35.000;  -35.000;    0.000
 927.15;   47.000;   47.000;    0.000
 927.47;  -75.000;  -75.000;    0.000
 927.78;  -39.000;  -39.000;    0.000
 928.10;   22.000;   22.000;    0.000
 928.42;  -53.000;  -53.000;    0.000
 928.74;   45.000;   45.000;    0.000
 929.06;  -19.000;  -19.000;    0.000
 929.38;   16.000;   16.000;    0.000
 929.69;   33.000;   33.000;    0.000
 930.01;   19.000;   19.000;    0.000
 930.33;  -29.000;  -29.000;    0.000
 930.65;   28.000;   28.000;    0.000
 930.97;  -30.000;  -30.000;    0.000
 931.28;  -12.000;  -12.000;    0.000
 931.60;  -64.000;  -64.000;    0.000
 931.92;  -33.000;  -33.000;    0.000
 932.24;  -72.000;  -72.000;    0.000
 932.56;  -42.000;  -42.000;    0.000
 932.87;  -98.000;  -98.000;    0.000
 933.19;   -3.000;   -3.000;    0.000
 933.51;  -22.000;  -22.000;    0.000
 933.83;  -67.000;  -67.000;    0.000
 934.15;  -57.000;  -57.000;    0.000
 934.46;   28.000;   28.000;    0.000
 934.78;  -19.000;  -19.000;    0.000
 935.10;   38.000;   38.000;    0.000
 935.42; -117.000; -117.000;    0.000
 935.73;   -9.000;   -9.000;    0.000
 936.05;   86.000;   86.000;    0.000
 936.37;   12.000;   12.000;    0.000
 936.69;    1.000;    1.000;    0.000
 937.01;   25.000;   25.000;    0.000
 937.32;  -50.000;  -50.000;    0.000
 937.64;  -34.000;  -34.000;    0.000
 937.96;  -84.000;  -84.000;    0.000
 938.28;    4.000;    4.000;    0.000
 938.59;   29.000;   29.000;    0.000
 938.91;  -30.000;  -30.000;    0.000
 939.23; -111.000; -111.000;    0.000
 939.55;  -95.000;  -95.000;    0.000
 939.86;  -84.000;  -84.000;    0.000
 940.18;   26.000;   26.000;    0.000
 940.50; -107.000; -107.000;    0.000
 940.82;   16.000;   16.000;    0.000
 941.13;   91.000;   91.000;    0.000
 941.45;  -19.000;  -19.000;    0.000
 941.77;    9.000;    9.000;    0.000
 942.09;   18.000;   18.000;    0.000
 942.40;  -58.000;  -58.000;    0.000
 942.72;   33.000;   33.000;    0.000
 943.04;   13.000;   13.000;    0.000
 943.36;    0.000;    0.000;    0.000
 943.67;  -21.000;  -21.000;    0.000
 943.99;  -12.000;  -12.000;    0.000
 944.31;  -89.000;  -89.000;    0.000
 944.63; -104.000; -104.000;    0.000
 944.94;  -80.000;  -80.000;    0.000
 945.26;  -31.000;  -31.000;    0.000
 945.58;  -42.000;  -42.000;    0.000
 945.90;  -55.000;  -55.000;    0.000
 946.21;  -84.000;  -84.000;    0.000
 946.53;  -25.000;  -25.000;    0.000
 946.85;  -61.000;  -61.000;    0.000
 947.17;  -64.000;  -64.000;    0.000
 947.48;  -23.000;  -23.000;    0.000
 947.80;  -13.000;  -13.000;    0.000
 948.12;  -12.000;  -12.000;    0.000
 948.43;   35.000;   35.000;    0.000
 948.75;  -16.000;  -16.000;    0.000
 949.07;   14.000;   14.000;    0.000
 949.39;   18.000;   18.000;    0.000
 949.70;  -41.000;  -41.000;    0.000
 950.02;   -2.000;   -2.000;    0.000
 950.34;  -11.000;  -11.000;    0.000
 950.65;  -33.000;  -33.000;    0.000
 950.97;  -22.000;  -22.000;    0.000
 951.29;   22.000;   22.000;    0.000
 951.61;   28.000;   28.000;    0.000
 951.92;   41.000;   41.000;    0.000
 952.24;  -51.000;  -51.000;    0.000
 952.56;   11.000;   11.000;    0.000
 952.87;  -30.000;  -30.000;    0.000
 953.19;  -32.000;  -32.000;    0.000
 953.51;  -22.000;  -22.000;    0.000
 953.82;   11.000;   11.000;    0.000
 954.14;  -61.000;  -61.000;    0.000
 954.46;   -9.000;   -9.000;    0.000
 954.77;  -41.000;  -41.000;    0.000
 955.09;  -35.000;  -35.000;    0.000
 955.41;  -67.000;  -67.000;    0.000
 955.73;  -42.000;  -42.000;    0.000
 956.04;  -79.000;  -79.000;    0.000
 956.36;   16.000;   16.000;    0.000
 956.68;  -20.000;  -20.000;    0.000
 956.99; -103.000; -103.000;    0.000
 957.31;   72.000;   72.000;    0.000
 957.63;  -75.000;  -75.000;    0.000
 957.94;   87.000;   87.000;    0.000
 958.26;    2.000;    2.000;    0.000
 958.58;   12.000;   12.000;    0.000
 958.89;  -74.000;  -74.000;    0.000
 959.21;  -36.000;  -36.000;    0.000
 959.53;   22.000;   22.000;    0.000
 959.84;   60.000;   60.000;    0.000
 960.16;    8.000;    8.000;    0.000
 960.48; -158.000; -158.000;    0.000
 960.79;   60.000;   60.000;    0.000
 961.11;  -36.000;  -36.000;    0.000
 961.43;  -44.000;  -44.000;    0.000
 961.74;   43.000;   43.000;    0.000
 962.06;   23.000;   23.000;    0.000
 962.38;  -11.000;  -11.000;    0.000
 962.69;  -52.000;  -52.000;    0.000
 963.01;  -73.000;  -73.000;    0.000
 963.32; -164.000; -164.000;    0.000
 963.64;  -95.000;  -95.000;    0.000
 963.96;    1.000;    1.000;    0.000
 964.27;  -77.000;  -77.000;    0.000
 964.59;  -96.000;  -96.000;    0.000
 964.91;  -51.000;  -51.000;    0.000
 965.22;    3.000;    3.000;    0.000
 965.54;   26.000;   26.000;    0.000
 965.86;    4.000;    4.000;    0.000
 966.17;  -59.000;  -59.000;    0.000
 966.49;  -41.000;  -41.000;    0.000
 966.80;  -27.000;  -27.000;    0.000
 967.12;  -39.000;  -39.000;    0.000
 967.44;  -45.000;  -45.000;    0.000
 967.75;  -31.000;  -31.000;    0.000
 968.07;  -37.000;  -37.000;    0.000
 968.39;  -77.000;  -77.000;    0.000
 968.70;  -16.000;  -16.000;    0.000
 969.02;  -18.000;  -18.000;    0.000
 969.33;   86.000;   86.000;    0.000
 969.65;  -30.000;  -30.000;    0.000
 969.97; -149.000; -149.000;    0.000
 970.28;  -28.000;  -28.000;    0.000
 970.60;  -26.000;  -26.000;    0.000
 970.92;  -13.000;  -13.000;    0.000
 971.23;   24.000;   24.000;    0.000
 971.55;  -28.000;  -28.000;    0.000
 971.86;   -9.000;   -9.000;    0.000
 972.18;   13.000;   13.000;    0.000
 972.50;  -27.000;  -27.000;    0.000
 972.81;   56.000;   56.000;    0.000
 973.13;  -15.000;  -15.000;    0.000
 973.44;  -36.000;  -36.000;    0.000
 973.76;   26.000;   26.000;    0.000
 974.08;   21.000;   21.000;    0.000
 974.39;   11.000;   11.000;    0.000
 974.71;    9.000;    9.000;    0.000
 975.02;  -55.000;  -55.000;    0.000
 975.34;   49.000;   49.000;    0.000
 975.65;   58.000;   58.000;    0.000
 975.97;  -88.000;  -88.000;    0.000
 976.29;  -38.000;  -38.000;    0.000
 976.60;  -69.000;  -69.000;    0.000
 976.92;   82.000;   82.000;    0.000
 977.23;    7.000;    7.000;    0.000
 977.55;  -33.000;  -33.000;    0.000
 977.87;  -15.000;  -15.000;    0.000
 978.18;  -77.000;  -77.000;    0.000
 978.50;  -65.000;  -65.000;    0.000
 978.81;   39.000;   39.000;    0.000
 979.13;   28.000;   28.000;    0.000
 979.44;    2.000;    2.000;    0.000
 979.76;   38.000;   38.000;    0.000
 980.08;  -17.000;  -17.000;    0.000
 980.39;  -44.000;  -44.000;    0.000
 980.71;    9.000;    9.000;    0.000
 981.02;  -63.000;  -63.000;    0.000
 981.34;   16.000;   16.000;    0.000
 981.65;  -54.000;  -54.000;    0.000
 981.97;  -97.000;  -97.000;    0.000
 982.28;  -25.000;  -25.000;    0.000
 982.60;   12.000;   12.000;    0.000
 982.92;  -12.000;  -12.000;    0.000
 983.23;  -48.000;  -48.000;    0.000
 983.55;   16.000;   16.000;    0.000
 983.86; -119.000; -119.000;    0.000
 984.18;   56.000;   56.000;    0.000
 984.49;  -25.000;  -25.000;    0.000
 984.81;  -74.000;  -74.000;    0.000
 985.12;   39.000;   39.000;    0.000
 985.44;  -15.000;  -15.000;    0.000
 985.75;  -19.000;  -19.000;    0.000
 986.07;  -10.000;  -10.000;    0.000
 986.38;  -22.000;  -22.000;    0.000
 986.70;  -16.000;  -16.000;    0.000
 987.02;   -8.000;   -8.000;    0.000
 987.33;  -29.000;  -29.000;    0.000
 987.65;  -12.000;  -12.000;    0.000
 987.96;  -53.000;  -53.000;    0.000
 988.28;  -69.000;  -69.000;    0.000
 988.59;   14.000;   14.000;    0.000
 988.91;    9.000;    9.000;    0.000
 989.22;  -14.000;  -14.000;    0.000
 989.54;  -31.000;  -31.000;    0.000
 989.85;   42.000;   42.000;    0.000
 990.17;   -4.000;   -4.000;    0.000
 990.48;  -23.000;  -23.000;    0.000
 990.80;  -30.000;  -30.000;    0.000
 991.11; -127.000; -127.000;    0.000
 991.43;  -84.000;  -84.000;    0.000
 991.74;  -74.000;  -74.000;    0.000
 992.06;   16.000;   16.000;    0.000
 992.37;   19.000;   19.000;    0.000
 992.69; -108.000; -108.000;    0.000
 993.00;  -68.000;  -68.000;    0.000
 993.32;  -52.000;  -52.000;    0.000
 993.63;   52.000;   52.000;    0.000
 993.95;   13.000;   13.000;    0.000
 994.26;  -20.000;  -20.000;    0.000
 994.58;   -5.000;   -5.000;    0.000
 994.89;  -22.000;  -22.000;    0.000
 995.21;  -61.000;  -61.000;    0.000
 995.52;  -25.000;  -25.000;    0.000
 995.84;  -99.000;  -99.000;    0.000
 996.15; -120.000; -120.000;    0.000
 996.47;   44.000;   44.000;    0.000
 996.78;  -14.000;  -14.000;    0.000
 997.10;    9.000;    9.000;    0.000
 997.41;   25.000;   25.000;    0.000
 997.73;  -25.000;  -25.000;    0.000
 998.04;   76.000;   76.000;    0.000
 998.36;   -2.000;   -2.000;    0.000
 998.67;  -55.000;  -55.000;    0.000
 998.99;  -82.000;  -82.000;    0.000
 999.30;   70.000;   70.000;    0.000
 999.61;   61.000;   61.000;    0.000
 999.93;  -19.000;  -19.000;    0.000
1000.24;   20.000;   20.000;    0.000
1000.56;  -23.000;  -23.000;    0.000
1000.87;   34.000;   34.000;    0.000
1001.19;  -23.000;  -23.000;    0.000
1001.50;  -56.000;  -56.000;    0.000
1001.82;  -58.000;  -58.000;    0.000
1002.13;   48.000;   48.000;    0.000
1002.45;  -59.000;  -59.000;    0.000
1002.76;    8.000;    8.000;    0.000
1003.07;  -18.000;  -18.000;    0.000
1003.39;  -48.000;  -48.000;    0.000
1003.70;   70.000;   70.000;    0.000
1004.02;  -38.000;  -38.000;    0.000
1004.33;   -8.000;   -8.000;    0.000
1004.65;   66.000;   66.000;    0.000
1004.96;    4.000;    4.000;    0.000
1005.28;  -60.000;  -60.000;    0.000
1005.59;  -77.000;  -77.000;    0.000
1005.90;  -51.000;  -51.000;    0.000
1006.22;  -95.000;  -95.000;    0.000
1006.53;    7.000;    7.000;    0.000
1006.85;   22.000;   22.000;    0.000
1007.16;   45.000;   45.000;    0.000
1007.48;  -11.000;  -11.000;    0.000
1007.79;   36.000;   36.000;    0.000
1008.10;  -60.000;  -60.000;    0.000
1008.42;  -26.000;  -26.000;    0.000
1008.73;  -27.000;  -27.000;    0.000
1009.05;  -42.000;  -42.000;    0.000
1009.36;  -20.000;  -20.000;    0.000
1009.68;  -51.000;  -51.000;    0.000
1009.99;   11.000;   11.000;    0.000
1010.30;   10.000;   10.000;    0.000
1010.62;  -33.000;  -33.000;    0.000
1010.93;  -73.000;  -73.000;    0.000
1011.25;   41.000;   41.000;    0.000
1011.56;   39.000;   39.000;    0.000
1011.87;   51.000;   51.000;    0.000
1012.19;  -33.000;  -33.000;    0.000
1012.50;    4.000;    4.000;    0.000
1012.82;  -18.000;  -18.000;    0.000
1013.13; -100.000; -100.000;    0.000
1013.44;  -65.000;  -65.000;    0.000
1013.76; -122.000; -122.000;    0.000
1014.07;    3.000;    3.000;    0.000
1014.39;  -45.000;  -45.000;    0.000
1014.70;   37.000;   37.000;    0.000
1015.01;    0.000;    0.000;    0.000
1015.33;    8.000;    8.000;    0.000
1015.64;    4.000;    4.000;    0.000
1015.96;  -83.000;  -83.000;    0.000
1016.27;  -65.000;  -65.000;    0.000
1016.58; -129.000; -129.000;    0.000
1016.90;  -92.000;  -92.000;    0.000
1017.21;   13.000;   13.000;    0.000
1017.52;   -9.000;   -9.000;    0.000
1017.84;  -61.000;  -61.000;    0.000
1018.15;  -50.000;  -50.000;    0.000
1018.47;   27.000;   27.000;    0.000
1018.78;   57.000;   57.000;    0.000
1019.09;  -23.000;  -23.000;    0.000
1019.41;   22.000;   22.000;    0.000
1019.72;  -34.000;  -34.000;    0.000
1020.03;  -54.000;  -54.000;    0.000
1020.35; -108.000; -108.000;    0.000
1020.66;   53.000;   53.000;    0.000
1020.97; -120.000; -120.000;    0.000
1021.29;  -59.000;  -59.000;    0.000
1021.60;  -76.000;  -76.000;    0.000
1021.92;   14.000;   14.000;    0.000
1022.23;   12.000;   12.000;    0.000
1022.54;  -12.000;  -12.000;    0.000
1022.86;  -46.000;  -46.000;    0.000
1023.17;  -38.000;  -38.000;    0.000
1023.48;  -48.000;  -48.000;    0.000
1023.80;  -48.000;  -48.000;    0.000
1024.11;   -7.000;   -7.000;    0.000
1024.42;  -11.000;  -11.000;    0.000
1024.74;   -4.000;   -4.000;    0.000
1025.05;  -86.000;  -86.000;    0.000
1025.36;  -17.000;  -17.000;    0.000
1025.68;  -65.000;  -65.000;    0.000
1025.99;  -80.000;  -80.000;    0.000
1026.30;  -12.000;  -12.000;    0.000
1026.62;  -96.000;  -96.000;    0.000
1026.93;  -42.000;  -42.000;    0.000
1027.24;  -67.000;  -67.000;    0.000
1027.56;  -90.000;  -90.000;    0.000
1027.87;  -11.000;  -11.000;    0.000
1028.18;   20.000;   20.000;    0.000
1028.50;   -2.000;   -2.000;    0.000
1028.81;  -41.000;  -41.000;    0.000
1029.12;   22.000;   22.000;    0.000
1029.44;  -31.000;  -31.000;    0.000
1029.75;   19.000;   19.000;    0.000
1030.06;   11.000;   11.000;    0.000
1030.37;   23.000;   23.000;    0.000
1030.69;   31.000;   31.000;    0.000
1031.00;  -20.000;  -20.000;    0.000
1031.31;  -72.000;  -72.000;    0.000
1031.63;   11.000;   11.000;    0.000
1031.94;   22.000;   22.000;    0.000
1032.25;  -39.000;  -39.000;    0.000
1032.57;  -94.000;  -94.000;    0.000
1032.88;  -95.000;  -95.000;    0.000
1033.19; -158.000; -158.000;    0.000
1033.51;  -32.000;  -32.000;    0.000
1033.82;  -49.000;  -49.000;    0.000
1034.13;    6.000;    6.000;    0.000
1034.44;   19.000;   19.000;    0.000
1034.76;  -16.000;  -16.000;    0.000
1035.07;  -80.000;  -80.000;    0.000
1035.38;   -5.000;   -5.000;    0.000
1035.70;   31.000;   31.000;    0.000
1036.01;   25.000;   25.000;    0.000
1036.32;  -30.000;  -30.000;    0.000
1036.63;   27.000;   27.000;    0.000
1036.95;  -48.000;  -48.000;    0.000
1037.26;  -43.000;  -43.000;    0.000
1037.57;  -79.000;  -79.000;    0.000
1037.88;   12.000;   12.000;    0.000
1038.20;  -42.000;  -42.000;    0.000
1038.51;  -29.000;  -29.000;    0.000
1038.82;    7.000;    7.000;    0.000
1039.14;   -6.000;   -6.000;    0.000
1039.45;  -80.000;  -80.000;    0.000
1039.76;  -16.000;  -16.000;    0.000
1040.07;  -22.000;  -22.000;    0.000
1040.39;   97.000;   97.000;    0.000
1040.70;   43.000;   43.000;    0.000
1041.01;   55.000;   55.000;    0.000
1041.32;  -50.000;  -50.000;    0.000
1041.64;    8.000;    8.000;    0.000
1041.95;  -41.000;  -41.000;    0.000
1042.26;  -45.000;  -45.000;    0.000
1042.57;  -42.000;  -42.000;    0.000
1042.89;  -98.000;  -98.000;    0.000
1043.20;   12.000;   12.000;    0.000
1043.51;   39.000;   39.000;    0.000
1043.82;  -32.000;  -32.000;    0.000
1044.14;   32.000;   32.000;    0.000
1044.45;    3.000;    3.000;    0.000
1044.76;    3.000;    3.000;    0.000
1045.07;  -34.000;  -34.000;    0.000
1045.38;  -63.000;  -63.000;    0.000
1045.70;  -70.000;  -70.000;    0.000
1046.01;   -5.000;   -5.000;    0.000
1046.32;  -18.000;  -18.000;    0.000
1046.63;   24.000;   24.000;    0.000
1046.95;  -75.000;  -75.000;    0.000
1047.26;  -62.000;  -62.000;    0.000
1047.57;   46.000;   46.000;    0.000
1047.88;  -90.000;  -90.000;    0.000
1048.20;  -82.000;  -82.000;    0.000
1048.51;   56.000;   56.000;    0.000
1048.82;    9.000;    9.000;    0.000
1049.13;   22.000;   22.000;    0.000
